# kind	name	production	scope	purpose
# production is one of: on, off, auto, transient. This is the authoritative inventory.
default	NSUseRemoteSavePanel	off	macOS GUI clients	Set in-process so Ventura AppKit uses its native NSLocalOpenPanel/NSLocalSavePanel instead of the unavailable remote ViewBridge service; this does not substitute an iOS picker.
state	/tmp/macws_vnc_activity	transient	VNC/Host input	Boot-monotonic input timestamp selecting the 8.333 ms interactive interval for one second.
state	/tmp/macws_render_activity	transient	Stray presentation	Boot-monotonic timestamp published from real drawable presentation at most 10 Hz; selects the 16.667 ms render interval for one second.
state	/tmp/macws_interaction_wake.sock	transient	VNC/Host input and Stray presentation	WindowServer-owned datagram wakeup for interrupting the current 100 ms idle completion wait; producers signal it only after publishing the corresponding activity timestamp.
state	/tmp/macws_vnc_activation_reply.sock	transient	VNC input	Bound OSXvnc acknowledgement endpoint; skips the historical fixed 20 ms wait only when macwsinputd proves the hit target is already active/frontmost.
state	/tmp/macws_vnc_damage.sock	transient	VNC transport	Damage notification datagram socket.
state	/tmp/macws_vnc_fb	transient	VNC transport	Retina mmap pixel transport and publication sequence.
preference	MacWSLegacyFramebufferFallback	off	MacWSHost compatibility	Explicitly permits the historical full-display mmap upload when DisplayStream is unavailable; production Host defaults to IOSurface-only. Enable only for an A/B with `defaults write com.macwsguide.host MacWSLegacyFramebufferFallback -bool YES` and relaunch Host.
preference	com.apple.dock:showMissionControlGestureEnabled	on	Dock native gestures	Persisted and read back before Dock starts; owns the real vertical-negative Mission Control fluid controller.
preference	com.apple.dock:showAppExposeGestureEnabled	on	Dock native gestures	Persisted and read back before Dock starts; owns the real vertical-positive App Expose fluid controller.
state	SkyLight managed desktop count	auto	Dock native gestures	Cold one-Space sessions receive exactly one real adjacent Desktop before Dock starts; existing two-or-more-Space topology is preserved, enabling native horizontal fluid gestures without a Dock reload.
state	/private/tmp/macws_location_provider_ready	transient	Maps location capability	Current macwsinteropd PID, published only after its unmodified Ventura CLLocationManager receives a real provider update; Maps accepts it only while that exact executable remains live, and GUI teardown removes it.
state	com.macwsguide.catalyst-drawable	transient	MacWSHost/Catalyst display transport	Foreground Host-owned bootstrap Mach receive service; each typed complex message transfers one completed IOSurface send right and is rejected on envelope, geometry, stride, pixel-format, or owner mismatch.
state	/tmp/macws-maps-host-carrier.pid	transient	Maps Catalyst lifecycle	Current Maps carrier PID; every WindowServer teardown removes it after terminating Maps so a new GUI generation cannot reuse a live process with a dead CGS connection.
state	/tmp/macws_vnc_surfid	transient	legacy transport	IOSurface ID compatibility state.
state	/private/tmp/macws_audio_ring	transient	VS Code audio bridge	Versioned 48-kHz stereo PCM ring produced by the macOS AudioUnit callback and consumed by the iOS-native AudioQueue output helper; recreated and permission-clamped by the helper.
flag	/tmp/ws_headless	off	obsolete coexistence switch	Ignored and removed on upgrade; the live iPadOS backboardd process determines panel ownership.
socket	/private/tmp/macws_app_input.%d.sock	transient	GUI client	Per-process AppInputBridge endpoint.
socket	/private/tmp/macws_host_input.lock	transient	native host	Single broker ownership lock.
socket	/private/tmp/macws_host_input.sock	transient	native host	Native-host input datagram endpoint.
socket	/private/tmp/macws_input_target.sock	transient	macwsinputd	System input target-selection endpoint.
artifact	/tmp/macws_fast_submit_error_%d_%u	off	diagnostic	Bounded fast-ring error dump directory; production cleanup removes all.
artifact	/tmp/macws_submit_error_%d_%u	off	diagnostic	Heap-ring error dump directory; production cleanup removes all.
artifact	/tmp/macws_submit_kcmd_%u_%u_%s.bin	off	diagnostic	Raw translated command dump.
artifact	/tmp/macws_submit_segment_%u_%u.bin	off	diagnostic	Raw segment dump.
artifact	/tmp/macws_submit_type1_%u_%u.bin	off	diagnostic	Raw type-1 command dump.
artifact	/tmp/macws_stray_rt_c%02u_%02lu_pf%u_a%u.raw	off	Stray diagnostic	One-shot bounded intermediate texture readback created only by /tmp/macws_stray_rt_capture_now; commercial captures stay out of Git.
artifact	/tmp/macws_stray_buf_c%02u_%02lu_r%u_i%u.raw	off	Stray diagnostic	One-shot bounded intermediate buffer readback created only by /tmp/macws_stray_rt_capture_now; commercial captures stay out of Git.
artifact	/tmp/macws_vnc_rejected.bgra	off	diagnostic	Rejected VNC frame dump.
